benchmark,threads,gpu_blocks,partition,kernel_time_ms,alloc_time_ms,init_time_ms,dealloc_time_ms
HSTO,32,8,0.0,55.054283,0.212192,61.706753,0.478624
HSTO,32,8,0.1,56.306103,0.201568,60.794239,NA
HSTO,32,8,0.25,62.931541,0.22624,63.500576,0.4984
HSTO,32,8,0.5,58.03199,0.212,61.379776,0.489664
HSTO,32,8,0.75,58.717072,0.210944,62.732769,0.474656
HSTO,32,8,0.9,55.888813,0.221824,62.710239,NA
HSTO,32,8,1.0,55.55125,0.201632,61.371231,0.471168
HSTO,32,16,0.0,50.479321,0.21024,62.21603,0.47264
HSTO,32,16,0.1,48.906448,0.235168,63.509377,NA
HSTO,32,16,0.25,58.813377,0.208256,63.661953,0.559584
HSTO,32,16,0.5,59.933033,0.216224,63.721695,0.508192
HSTO,32,16,0.75,56.428741,0.204096,62.052994,0.464928
HSTO,32,16,0.9,59.314148,0.215808,61.48893,NA
HSTO,32,16,1.0,56.204956,0.217088,59.1856,0.489472
HSTO,32,32,0.0,50.043556,0.212896,62.092896,0.461344
HSTO,32,32,0.1,50.856819,0.233792,64.766045,NA
HSTO,32,32,0.25,60.943409,0.212864,60.797535,0.41056
HSTO,32,32,0.5,56.494286,0.151968,66.491554,0.52816
HSTO,32,32,0.75,52.987377,0.15952,60.310879,0.349312
HSTO,32,32,0.9,52.65871,0.148544,59.514015,NA
HSTO,32,32,1.0,49.63747,0.141216,59.065056,0.355008
HSTO,32,64,0.0,52.050274,0.137152,60.106369,0.476576
HSTO,32,64,0.1,50.984718,0.230496,110.630302,NA
HSTO,32,64,0.25,60.85215,0.209568,58.0536,0.50704
HSTO,32,64,0.5,53.55249,0.201152,62.317986,0.534976
HSTO,32,64,0.75,57.950478,0.213312,63.087936,0.4976
HSTO,32,64,0.9,52.859386,0.204704,66.235199,NA
HSTO,32,64,1.0,54.467449,0.2256,63.495007,0.4408
HSTO,64,8,0.0,74.985619,0.235008,62.874176,0.49728
HSTO,64,8,0.1,76.364365,0.217408,62.92157,NA
HSTO,64,8,0.25,85.320816,0.21008,62.544289,0.491456
HSTO,64,8,0.5,81.958511,0.198336,62.015072,0.69264
HSTO,64,8,0.75,85.996353,0.209056,60.055584,0.52416
HSTO,64,8,0.9,80.388596,0.218304,63.591007,NA
HSTO,64,8,1.0,77.615829,0.236064,63.689087,0.536128
HSTO,64,16,0.0,67.929619,0.219072,59.933346,0.69808
HSTO,64,16,0.1,71.07489,0.220672,63.18544,NA
HSTO,64,16,0.25,81.770576,0.2216,63.925598,0.501152
HSTO,64,16,0.5,86.123428,0.211136,63.9464,0.493024
HSTO,64,16,0.75,80.198868,0.214432,63.741154,0.528608
HSTO,64,16,0.9,83.302422,0.224064,60.043102,NA
HSTO,64,16,1.0,80.561485,0.219584,62.527519,0.465088
HSTO,64,32,0.0,73.482399,0.205696,63.228096,0.492512
HSTO,64,32,0.1,69.071251,0.228576,61.581089,NA
HSTO,64,32,0.25,81.680786,0.214176,61.057182,0.54192
HSTO,64,32,0.5,80.266129,0.216864,62.804607,0.481952
HSTO,64,32,0.75,77.266739,0.212256,71.411804,0.490912
HSTO,64,32,0.9,76.667488,0.224512,62.840385,NA
HSTO,64,32,1.0,79.678352,0.228128,60.112576,0.461728
HSTO,64,64,0.0,69.861374,0.201536,62.192928,0.55792
HSTO,64,64,0.1,66.899124,0.215872,62.960064,NA
HSTO,64,64,0.25,74.151863,0.140576,59.290272,0.354464
HSTO,64,64,0.5,78.325508,0.149664,58.579777,0.383584
HSTO,64,64,0.75,74.836456,0.142048,59.672001,0.366112
HSTO,64,64,0.9,78.147079,0.158496,59.244385,NA
HSTO,64,64,1.0,77.194801,0.199072,61.703297,0.40672
