benchmark,threads,gpu_blocks,partition,kernel_time_ms,alloc_time_ms,init_time_ms,dealloc_time_ms
PAD,32,8,0.1,2.731886,0.079776,15.69216,0.646528
PAD,32,8,0.25,2.581481,0.077312,15.933632,0.568352
PAD,32,8,0.5,3.150306,0.070816,15.836896,0.566528
PAD,32,8,0.75,2.999765,0.069984,15.723456,0.558208
PAD,32,8,0.9,2.926866,0.07136,16.065952,0.596512
PAD,32,8,1.0,2.896723,0.07904,15.847776,0.599456
PAD,32,16,0.0,2.635104,0.070848,15.689152,0.555936
PAD,32,16,0.1,2.555635,0.080256,15.896384,0.560576
PAD,32,16,0.25,2.587926,0.073536,16.058657,0.594464
PAD,32,16,0.5,3.072575,0.072768,15.758976,0.596768
PAD,32,16,0.75,2.947686,0.072608,15.77872,0.574976
PAD,32,16,0.9,2.890002,0.073696,15.729696,0.5704
PAD,32,16,1.0,2.826454,0.079744,15.988064,0.536128
PAD,32,32,0.0,2.603032,0.065984,15.823392,0.526496
PAD,32,32,0.1,2.375586,0.071584,15.987648,0.626592
PAD,32,32,0.25,2.788176,0.07152,15.85664,0.642784
PAD,32,32,0.5,3.089091,0.067456,15.921376,0.583904
PAD,32,32,0.75,2.88493,0.068864,15.790304,0.566464
PAD,32,32,0.9,2.916155,0.0736,15.570496,0.56736
PAD,32,32,1.0,2.882899,0.086944,15.681792,0.551104
PAD,32,64,0.0,3.425434,0.079808,16.071104,0.515136
PAD,32,64,0.1,2.342784,0.074912,15.518528,0.643872
PAD,32,64,0.25,2.622055,0.075072,16.00176,0.633952
PAD,32,64,0.5,3.07117,0.07424,16.067968,0.568992
PAD,32,64,0.75,2.917832,0.069408,15.980224,0.580288
PAD,32,64,0.9,2.901066,0.079936,15.902624,0.575808
PAD,32,64,1.0,2.892858,0.069088,15.931648,0.585088
PAD,64,8,0.0,4.425333,0.079168,15.916928,0.576768
PAD,64,8,0.1,4.268462,0.067488,15.980768,0.591136
PAD,64,8,0.25,4.305224,0.069984,15.76816,0.575904
PAD,64,8,0.5,4.033794,0.078688,15.511936,0.586528
PAD,64,8,0.75,4.703044,0.068064,15.824896,0.597984
PAD,64,8,0.9,4.954351,0.067872,15.935584,0.579424
PAD,64,8,1.0,4.966507,0.080064,16.014561,0.563008
PAD,64,16,0.0,4.069939,0.070976,15.892768,0.518016
PAD,64,16,0.1,4.142598,0.082336,15.439616,0.637696
PAD,64,16,0.25,4.037717,0.078432,15.912576,0.60016
PAD,64,16,0.5,4.09748,0.079008,15.857152,0.566112
PAD,64,16,0.75,4.484519,0.083232,15.59088,0.567808
PAD,64,16,0.9,4.939659,0.082848,15.86864,0.586016
PAD,64,16,1.0,5.190047,0.06928,15.849088,0.551808
PAD,64,32,0.0,4.155042,0.076736,15.847264,0.544256
PAD,64,32,0.1,4.063979,0.087712,15.828928,0.64592
PAD,64,32,0.25,4.427741,0.07824,15.791904,0.578432
PAD,64,32,0.5,3.908504,0.077472,15.874816,0.552416
PAD,64,32,0.75,4.450339,0.082496,15.764768,0.576832
PAD,64,32,0.9,4.892957,0.07088,15.928128,0.585888
PAD,64,32,1.0,5.067948,0.078752,15.479264,0.563008
PAD,64,64,0.0,4.878388,0.084,15.720992,0.546272
PAD,64,64,0.1,3.732917,0.070848,15.646432,0.691968
PAD,64,64,0.25,4.076427,0.081536,15.795584,0.58592
PAD,64,64,0.5,3.707648,0.066848,15.961728,0.610688
PAD,64,64,0.75,4.525248,0.081504,15.854912,0.588096
PAD,64,64,0.9,4.986598,0.085888,16.068544,0.582656
PAD,64,64,1.0,5.084675,0.068928,15.763744,0.618304
